kelime,sıklık
yeniden,75
olsa,75
aşağı,74
mümkün,74
geçti,74
rağmen,74
tüikin,74
emeklilerin,74
herkes,73
bakalım,73
emeklilere,72
önemli,72
temel,72
maaşının,72
kötü,72
yapılacak,72
kere,71
aldığı,71
ona,71
eskiden,70
ekonomi,70
meyve,70
üstünde,69
değişiyor,69
düzenleme,69
maaşları,69
tavuk,69
birçok,69
almaya,68
çalışma,68
doğru,68
düştü,68
bayram,68
halk,67
maliye,67
beraber,67
bekliyor,67
aldı,67
eski,67
sahibi,67
çalışıyoruz,66
biliyorsunuz,66
muhalefet,66
zamlandı,66
veriyor,66
kahve,66
olmaz,65
hala,65
vallahi,65
evde,65
kartı,65
yumurta,65
ötv,65
musunuz,64
yana,64
sayın,64
öğrenci,64
verdi,63
geri,63
ondan,63
verilen,63
zamlar,63
bizi,62
emeklileri,62
ediyoruz,62
çocuk,62
kirası,62
talep,62
kat,62
indirim,62
diyorlar,61
biliyor,61
bence,61
artışı,61
çoğu,61
türkiyenin,61
toplam,61
olduğunu,60
diyerek,60
kalıyor,60
kıyma,60
yarım,60
ramazan,60
seyyanen,60
başı,60
domates,60
yoksulluk,59
ilaç,59
ülkede,59
ikinci,59
sonunda,59
ödeme,58
doğalgaz,58
yaşam,58
şeye,58
pazarda,58
tercih,58
üzerinden,57
türk,57
kiralar,57
toplu,57
haziran,57
tüike,57
katı,57
işsizlik,57
kdv,56
milli,56
desteği,56
herhalde,56
pazar,56
yerine,56
ara,55
gelmiş,55
sağlık,55
itibaren,55
çalışanlar,55
alışveriş,55
buradan,55
alamıyoruz,55
artacak,55
çalışanın,55
aldık,55
yıla,55
sizin,54
bakan,54
alıp,54
akşam,54
yerde,53
şeyi,53
azından,53
maaşıyla,53
itibariyle,53
artan,53
çıkacak,53
nedeniyle,53
altına,53
katına,53
sebze,53
ortaya,52
kabul,52
kiraya,52
farklı,52
tanesi,52
kimse,51
söz,51
insan,51
ankara,51
arasındaki,51
yükü,51
zamlı,51
şeyler,50
aldığımız,50
olmak,50
sürekli,50
allah,50
lirası,50
büyükşehir,50
mal,50
çeyrek,50
hayır,49
verdiği,49
ödüyor,49
hesabı,49
artmış,49
geldik,49
örneğin,49
filan,49
artışla,49
mazot,49
veriyorum,48
olursa,48
masrafı,48
market,48
aldığım,48
gerçek,48
çıkan,48
üniversite,48
ücretleri,48
tasarruf,48
normal,47
esnaf,47
konut,47
zorluyor,47
karşısında,47
parayı,47
erdoğanın,47
hale,47
sayısı,47
maaşla,47
prim,47
vatandaş,46
henüz,46
iktidarın,46
demiş,46
maaşlar,46
mayıs,46
günü,46
beyaz,46
olmadı,46
arada,46
mecbur,46
borcu,46
yaptılar,46
belediye,46
düşüyor,46
maliyet,46
satılıyor,45
buraya,45
vatandaşın,45
açıkladığı,45
onların,45
chp,45
net,45
onlara,45
bunların,45
oran,45
kuruşa,45
kalmadı,45
hesap,45
çiftçi,44
dışarıda,44
muayene,44
ödemek,44
tük,44
ekonomik,44
kalan,44
yeter,44
yapacak,44
kırmızı,44
karar,44
yıldır,44
açıklanan,44
gidiyorum,44
küçük,44
kilogram,44
yapıyorlar,43
istiyoruz,43
ayrı,43
ücretlinin,43
üstüne,43
emeklilik,43
kara,43
yavaş,43
nereden,43
rakamlar,43
hayal,43
yapmak,43
maaşını,43
fasulye,43
ettiği,42
ciddi,42
payı,42
çalışıyorum,42
euro,42
boyunca,42
dolayı,42
hükümet,42
öğrenciler,42
yılbaşı,42
ana,42
tekrar,41
dahi,41
hak,41
yardım,41
zeytin,41
önceki,41
gitti,41
yarısı,41
pazara,41
bunları,41
çorba,41
söylüyor,41
dikkat,40
ödeyecek,40
eridi,40
önümüzdeki,40
işin,40
geçinmeye,40
insanların,40
sahipleri,40
sonu,40
istedi,40
ikramiyesi,40
bekleniyor,40
yemeği,40
elektriğe,40
orta,40
ilan,40
boş,40
döner,40
ankarada,40
veliler,40
olmuyor,39
bilmiyorum,39
kıymetli,39
refah,39
enflasyonla,39
yapacağız,39
bizden,39
işsiz,39
yeterli,39
litresi,39
veriyoruz,38
kış,38
rahat,38
yanlış,38
yaşındaki,38
ailenin,38
zengin,38
bazen,38
oranda,38
düşünüyorum,38
arası,38
kalacak,38
onları,38
mart,38
alabiliyor,38
bitti,38
üretici,38
haber,37
yapıyoruz,37
mücadelesi,37
kararı,37
ücretsiz,37
haftada,37
bankasının,37
sabit,37
olanlar,37
nakit,37
giriyor,37
tutuyor,37
oranları,37
adam,37
diyelim,36
yapılıyor,36
markette,36
yaptık,36
eşim,36
geliri,36
gider,36
alırken,36
hangi,36
verilerine,36
eve,36
pek,36
diyorum,36
baz,36
bedeli,36
devlete,36
maaşım,36
ekim,36
okullar,36
başkan,36
laya,36
kur,36
döviz,36
işi,36
yük,36
ülkenin,36
dünyada,36
düşecek,36
puan,36
yaşıyor,35
gelince,35
kardeşim,35
ikramiye,35
istiyorlar,35
alamıyor,35
gereken,35
uzun,35
zamları,35
tamam,35
ladan,35
izleyicimiz,35
kyk,35
durum,35
yardımcısı,35
cep,35
sahip,35
yap,35
zamı,35
geçiyor,34
gelirlinin,34
bütçesi,34
musun,34
faturası,34
sgk,34
aya,34
tarafından,34
çalışanların,34
engelli,34
yükseliyor,34
üstelik,34
rakamları,34
dana,34
bağlı,34
açık,34
aldınız,34
emeklisine,34
yazık,34
işe,34
gidiyoruz,34
çıkış,34
oradan,33
alıyorlar,33
olabilir,33
geride,33
hadi,33
emeklisinin,33
içerisinde,33
fiyatlarını,33
emeklilerimiz,33
bakanlığı,33
mansur,33
öncesi,33
binlerce,33
inşallah,33
trilyon,33
maaşın,32
olmayan,32
nedir,32
buluyor,32
ediyorlar,32
parayla,32
ürün,32
kesinlikle,32
almış,32
memurun,32
denk,32
mecburen,32
çözüm,32
yanında,32
başında,32
dün,32
sabah,32
tuttu,32
ağustos,32
savunma,32
özgür,32
geldim,31
alınıyor,31
görüyoruz,31
hükümetin,31
bey,31
alacağı,31
çalışmak,31
emeklilerinin,31
halde,31
hissedilen,31
ülke,31
kişinin,31
sigortası,31
ken,31
yasal,31
ediyorum,31
kiracı,31
ayın,31
üst,31
etmiyor,31
oysa,31
konusu,31
düşen,31
litre,31
sanayi,31
iftar,31
misiniz,30
sonuna,30
kayıt,30
demişti,30
ulaşım,30
ses,30
mücadele,30
veriyorlar,30
aydan,30
iktidara,30
düşünüyor,30
yol,30
telefon,30
sorun,30
katlanıyor,30
yapılması,30
kızım,30
yerinde,30
çıkmış,30
servis,30
yalan,30
dedim,30
geçinemiyoruz,30
emekliyim,30
memura,30
günden,30
ekmeği,29
milletvekili,29
ticaret,29
yaz,29
yakıyor,29
idare,29
yapıyorum,29
kurumu,29
burası,29
bekliyoruz,29
imkansız,29
istediği,29
hesabını,29
diyen,29
adalet,29
zarar,29
derken,29
maaşlarına,29
yılmaz,29
bakıyoruz,29
ürünler,29
vermek,29
patates,29
cebine,29
cumhurbaşkanlığı,29
kar,29
biber,29
gidip,29
dönemde,29
bugünkü,29
kitap,29
yoksa,29
ocakta,29
köprü,29
zeytinyağı,29
tüketicinin,28
etmek,28
gene,28
açıklandı,28
kasım,28
çocuklar,28
hakkı,28
değerleme,28
üzere,28
tahmini,28
millet,28
çeşit,28
ağır,28
öğretmen,28
maaşa,28
ulaştı,28
luk,28
fiyatlarına,28
çiftçinin,28
beslenme,28
tye,28
aştı,28
varsa,28
kolay,28
sıfır,28
akaryakıt,28
verdim,28
durumu,28
güne,28
öğün,28
soğan,28
satış,27
işçiler,27
kısa,27
şubat,27
yaşayan,27
olunca,27
tepki,27
civarı,27
yetiyor,27
bakım,27
rekor,27
olacağını,27
alınan,27
aydır,27
edeceğiz,27
söyleyeyim,27
belediyesi,27
sözü,27
fakat,27
edilen,27
kirayı,27
yıllar,27
hizmet,27
satın,27
kimi,27
alma,27
normalde,27
resmi,27
girdi,27
bebek,27
karpuz,27
fiyatını,26
elde,26
sınır,26
fakir,26
muhtaç,26
fiyatların,26
ilave,26
katlandı,26
yanına,26
dünya,26
yetmez,26
şunu,26
sorunu,26
gelmiyor,26
alt,26
bakanlığının,26
nisan,26
verecek,26
sözleşme,26
dışında,26
kayıp,26
tahmin,26
fiyatlara,26
adı,26
alacağım,26
kendileri,26
ürünleri,26
yatırım,26
süre,25
sonrası,25
gözü,25
artı,25
zorunlu,25
geldiği,25
geçecek,25
kendilerine,25
yaşamak,25
yaşında,25
vergiler,25
yükselecek,25
zamma,25
parasını,25
yere,25
çalışıyorlar,25
oldum,25
başta,25
suyu,25
yıldan,25
borç,25
alacağız,25
gerek,25
zamanda,25
gelip,25
akşamlar,25
ihtiyaç,25
döneminde,25
otomobil,25
aradaki,25
puanlık,25
bizde,25
alalım,24
olmadığı,24
tüketim,24
mahkum,24
ardından,24
iken,24
biliyoruz,24
çocuğum,24
altını,24
enflasyonda,24
olacağı,24
veresiye,24
tutarı,24
fatura,24
ödemesi,24
önünde,24
masraf,24
etkisi,24
seneye,24
açıklama,24
yükseltti,24
öğrencilerin,24
aynen,24
günler,24
dalga,24
dediği,24
sonunu,24
cevdet,24
sıkıntı,24
tarlada,24
emekliyi,24
peynirin,24
içine,24
gidecek,24
ücretten,24
yaş,24
ortada,24
ihtiyacı,24
ücretler,24
üretim,24
lre,24
veren,23
doğalgaza,23
alıyorsunuz,23
mevcut,23
herkesin,23
güvenlik,23
değer,23
faizi,23
beklentisi,23
asıl,23
ücretliye,23
ücrette,23
türkiş,23
kirada,23
baş,23
oraya,23
zammın,23
sağ,23
adet,23
olmazsa,23
verin,23
herhangi,23
ayından,23
zamdan,23
diyoruz,23
kalıyoruz,23
milletin,23
dul,23
yetim,23
ver,23
eylül,23
geriye,23
düşmüş,23
önceden,23
brüt,23
kesiliyor,23
eti,23
yapalım,23
vereceğiz,23
kendisi,23
kuyruk,23
keşke,23
dışına,23
giderek,23
dışı,23
duruma,23
kent,23
limon,23
alıyorduk,22
adım,22
kart,22
neler,22
katkı,22
deprem,22
esnafın,22
senedir,22
yaşıyoruz,22
tüp,22
ortak,22
markete,22
sefer,22
gıdaya,22
duyurdu,22
yaparken,22
lük,22
beklenen,22
gözler,22
kaybı,22
artışları,22
ediliyor,22
hedef,22
sistemi,22
hesabına,22
öğretmenler,22
evine,22
yılbaşında,22
kirasını,22
çıkarıldı,22
fiyatına,22
aldıkları,22
vergisini,22
baktım,22
eline,22
kestane,22
evin,22
tamamen,22
alıyorsun,22
gitmek,22
okula,22
elma,22
seviyesine,22
kuşbaşı,22
emek,22
marketlerde,21
satılan,21
emeklilerimizin,21
barınma,21
faturalar,21
örnek,21
zamlarla,21
bugüne,21
seçimden,21
derece,21
kartıyla,21
yaptım,21
istiyorum,21
enflasyonunu,21
eklenecek,21
maaşından,21
dönem,21
yiyecek,21
yapmaya,21
görüyorsunuz,21
yaparak,21
beri,21
ister,21
pahalılığı,21
seslerini,21
önüne,21
damacana,21
çekti,21
işçinin,21
gördüğünüz,21
olmasına,21
dolara,21
dedik,21
meclis,21
anca,21
gece,21
elbette,21
dolu,21
bardak,21
porsiyon,21
motorlu,21
ödediği,21
geçinemiyor,21
salatalık,21
ten,21
avrupa,21
liray,20
maliyetler,20
bayağı,20
oranını,20
çalışanları,20
ettiler,20
bedava,20
dahil,20
şehir,20
kiraları,20
muhalefetin,20
oranının,20
yolunu,20
umut,20
verilecek,20
sonuç,20
doktor,20
dediler,20
enflasyonuna,20
ücretliler,20
ayına,20
geldiğinde,20
yansıdı,20
can,20
türkiyedeki,20
bakıyorum,20
ayrıca,20
merak,20
işçisi,20
azaldı,20
zorlanıyor,20
ödenecek,20
dört,20
yeri,20
vadeli,20
bin,20
yumurtanın,20
çocukların,20
politika,20
yapılmadı,20
yılına,20
cumhurbaşkanının,20
faizle,20
olmasa,20
ürünü,20
şartlar,20
buradaki,20
yeme,20
bulunduğumuz,20
geliyoruz,20
ayakkabı,20
oğlum,20
geçiş,20
cebinden,20
birisi,20
işçileri,20
düşünün,20
tatlı,20
yıllardır,19
ederken,19
gel,19
diyorsunuz,19
başlayacak,19
minimum,19
faturaları,19
tazminatı,19
yarı,19
bakıyor,19
adına,19
harcaması,19
alışverişi,19
eriyor,19
düşüş,19
komisyon,19
versin,19
etsin,19
buldu,19
görünüyor,19
değeri,19
okulda,19
yukarı,19
alın,19
patron,19
iktidarı,19
soru,19
yapmış,19
zoru,19
grup,19
takip,19
konusunda,19
karşıya,19
oldukça,19
pahalılık,19
kurum,19
milyona,19
olmasını,19
enerji,19
açıkçası,19
kıyafet,19
alayım,19
miktarı,19
olacaktı,19
varan,19
alıyordum,19
değişti,19
içinden,19
dışından,19
balık,19
yoksul,19
ekmeğe,19
taşıtlar,19
kuruştan,19
inanın,19
arkadaşlar,19
layla,19
giderleri,19
alamıyorum,19
garanti,19
dakika,18
olun,18
başını,18
istanbulun,18
gösterdi,18
ülkemizde,18
beni,18
oturuyoruz,18
kısmı,18
sağlıklı,18
konuşuluyor,18
işverene,18
konu,18
getirdi,18
miktar,18
kanun,18
bununla,18
selçuk,18
alacaklar,18
olmalı,18
kendini,18
göz,18
veriliyor,18
kaynak,18
geç,18
talebi,18
kime,18
aylığını,18
şimdiden,18
göreceğiz,18
tüyük,18
ilişkin,18
isteyen,18
gelelim,18
karnını,18
görüyor,18
karşılığı,18
arıyor,18
yla,18
geçmeden,18
verdiler,18
taksit,18
peşin,18
neye,18
insanları,18
küsür,18
altından,18
yapacağım,18
öncesine,18
deposu,18
ödeyen,18
maaşınız,18
burs,18
paketi,18
uzmanı,18
pide,18
kağıt,17
piyasa,17
ila,17
karşılamıyor,17
işaret,17
vergiye,17
sendikası,17
katılım,17
kala,17
şartlarda,17
verdik,17
kullanılan,17
partili,17
derdi,17
partinin,17
anne,17
paranın,17
yerel,17
pazarlık,17
rakamı,17
yıllarda,17
limiti,17
yapar,17
muhtemelen,17
nefes,17
belirlenecek,17
şeyin,17
olmaması,17
yılının,17
aralıkta,17
benzin,17
pilav,17
salata,17
öğrencilere,17
deniyor,17
madde,17
sektör,17
makas,17
farkını,17
altındaki,17
hastane,17
rakama,17
parça,17
bitiyor,17
zamın,17
geçerli,17
mutlaka,17
pazartesi,17
emeklilerine,17
bankalar,17
indirimli,17
ucuzu,17
gücünü,17
tutar,17
arttıkça,17
adaletsizlik,17
artışlar,17
etin,17
yardımı,17
yıllarca,17
vereyim,17
ekmeğin,17
çocuğu,17
ucuza,17
oda,17
nedeni,17
ürünlerin,17
dilim,17
yemeğe,17
pasaport,17
gideri,17
giden,17
neyle,17
mama,17
lideri,17
konuştu,17
petrol,17
kuyruğu,17
hurma,17
vergiyi,16
hızlı,16
başından,16
bekliyorlar,16
uçmuş,16
sizi,16
vallah,16
ekstra,16
ton,16
memurlara,16
onunla,16
odası,16
bilmem,16
lirasını,16
yapsın,16
geçtiğimiz,16
rakamlara,16
ettik,16
vedat,16
ete,16
mesele,16
banka,16
değiliz,16
gelsin,16
çarşı,16
galiba,16
seçime,16
ali,16
döndü,16
yönelik,16
abi,16
vatandaşa,16
yapılmış,16
sebep,16
sebebi,16
olduğunda,16
erdoğana,16
anlamına,16
ateş,16
teklif,16
küsur,16
ozan,16
kişiye,16
dile,16
zammını,16
işveren,16
kuruştu,16
araba,16
sigorta,16
diyecek,16
sıra,16
kutu,16
ayakta,16
sınırlı,16
çare,16
cevap,16
hepsini,16
yapın,16
ayran,16
olsaydı,16
giren,16
yerden,16
yaptınız,16
girecek,16
yılından,16
kıdem,16
maaşlara,16
gramı,16
birer,16
planlama,16
işleri,16
benden,16
alıyordu,16
çıkardı,16
zamlanacak,16
mesafe,16
gittim,16
bağlama,16
kiram,16
doluyor,16
çiftçiye,16
maaşta,16
alanlar,16
vereceğim,16
sürü,16
mevduat,16
litrelik,16
turgut,16
başkanlığı,16
rakamlarla,16
geliyorum,16
fiyatının,15
bulmak,15
tepkisi,15
mecliste,15
hakikaten,15
eksiye,15
yaptıkları,15
yapıyorsunuz,15
verdiniz,15
birleşik,15
maliyetleri,15
lütfen,15
tespit,15
türki,15
senede,15
söylüyorum,15
mağdur,15
olmayacak,15
imkanı,15
vermiyor,15
kesim,15
sesini,15
esnafa,15
neyse,15
kendine,15
emeklilerimize,15
alarak,15
tablo,15
paraya,15
yandan,15
adayı,15
sözleri,15
sonraki,15
açılıyor,15
devreye,15
dilimi,15
ödeyeceği,15
memuru,15
gelmeden,15
kamuda,15
erken,15
mısınız,15
motor,15
dair,15
yüz,15
durumunda,15
otoyol,15
tepkili,15
karşılamaya,15
aileler,15
dönemi,15
yoktu,15
çocuklarım,15
dünyanın,15
sefalet,15
alınacak,15
yükselen,15
gramlık,15
paket,15
çıkar,15
hayvan,15
öncesinde,15
oranına,15
olduk,15
almadım,15
birden,15
yağ,15
sınırını,15
açısından,15
harcı,15
ekonomisi,15
akaryakıta,15
işlet,15
hepimiz,15
diyeyim,15
millete,15
okullarda,15
okulların,15
araya,15
yaşındayım,15
ürünün,15
ücretlerine,15
öğrencinin,15
oturuyorum,15
sana,15
korumalı,15
ekonomistim,15
halkın,15
ayçiçek,15
kaşar,15
taban,15
sınıf,15
çorbası,15
türlü,15
dayandı,15
sınav,15
itibar,15
sabır,15
temizlik,15
istanbula,14
içinse,14
bütçeyi,14
şimşekin,14
artışını,14
yemeğin,14
sonrasında,14
geçer,14
maliyetli,14
çalışanlara,14
harç,14
bezi,14
ihtiyaçları,14
profesör,14
meselesi,14
gündeme,14
kısıtlı,14
veri,14
farkının,14
beklediği,14
anlattı,14
kuzu,14
sizsiniz,14
emin,14
kesinti,14
çıkıp,14
sık,14
açıklaması,14
dur,14
siyaset,14
çantası,14
toplamda,14
düşünüyoruz,14
verildi,14
trafik,14
ocaktan,14
çift,14
oranıyla,14
seçimlerden,14
çeken,14
kiralık,14
sırtına,14
belirlenen,14
fahiş,14
kurulu,14
art,14
dolaylı,14
açıldı,14
lile,14
değildir,14
artırıldı,14
polis,14
sektörde,14
yatak,14
yılbaşından,14
fiyatlarla,14
karşılıyor,14
insana,14
fiyatlarında,14
suya,14
dışarıdan,14
paramız,14
meclise,14
meclisten,14
faizler,14
üzerindeki,14
bankaya,14
açıklanacak,14
sokağa,14
yetmediği,14
ağustosta,14
ödedim,14
seslendi,14
makul,14
kartına,14
ait,14
zammında,14
yetecek,14
sürece,14
idaresi,14
kalabalık,14
alsa,14
artışa,14
emekliyiz,14
toz,14
alabilmek,14
yönetimi,14
koydu,14
gideceğim,14
pahalıya,14
boğaz,14
haftalık,14
osmangazi,14
muayenesi,14
zorundayım,14
gençler,14
haliyle,14
dönüm,14
arkadaş,14
dert,14
evinde,14
poşet,14
artması,14
geliyordu,14
yazın,14
durmuyor,14
çiğ,14
ödemeye,14
bursa,14
fiyatlarının,14
göreceksiniz,14
mercimek,14
tayyip,14
altınok,14
birazdan,14
elinde,14
üreticisi,14
gerektiğini,13
odasının,13
belirlediği,13
yapayım,13
elimde,13
hastaneye,13
beklerken,13
cumhuriyeti,13
hasta,13
param,13
borcunu,13
iğneden,13
yarısını,13
aşırı,13
çalışanlarına,13
bulacak,13
edildi,13
uçurum,13
yarıya,13
geçinebilmek,13
mustafa,13
haneli,13
tarihi,13
geçmiş,13
memnun,13
sert,13
kalemi,13
saç,13
karşılık,13
payını,13
değişiklik,13
çıkması,13
nisanda,13
toplamı,13
masasında,13
komisyonu,13
arttığı,13
öğrenciye,13
tarafı,13
teslim,13
yüzünden,13
lere,13
yerini,13
disk,13
üstü,13
maaşlarını,13
sadaka,13
enflasyonunda,13
nedenle,13
baktığımızda,13
eylem,13
dilimine,13
şimdiki,13
sizler,13
ikisi,13
bizler,13
başkanının,13
insanca,13
harcama,13
bankaların,13
aşıyor,13
yönetim,13
kalmıyor,13
eklenince,13
çocuklara,13
almayı,13
tüketiciler,13
bol,13
demektir,13
sarayın,13
tavan,13
bütçeye,13
kesilen,13
vergide,13
işlem,13
gördük,13
halinde,13
aradan,13
yaklaştı,13
duruyor,13
acı,13
yoğun,13
getiren,13
yaşıyorum,13
mevsiminde,13
istatistik,13
partisi,13
hane,13
sade,13
içecek,13
memleketin,13
yiyeceğiz,13
şurada,13
geçinebilir,13
ödenen,13
devret,13
avrasya,13
sokak,13
öbür,13
ilkokul,13
gübre,13
çıkarılması,13
mezunu,13
kırtasiye,13
dertli,13
gören,13
yarısından,13
vermiş,13
ulaşıma,13
velilerin,13
bütçesini,13
hava,13
kalıyorum,13
çocuğun,13
evi,13
garantili,13
kışın,13
oluşan,13
yiyorum,13
tüketiciye,13
masrafları,13
çoluk,13
alınması,13
belediyesinin,13
kiracılar,13
soğanın,13
menü,13
ufak,13
sofrasına,13
alamadı,13
sonuçta,12
şartlarında,12
sınırına,12
haline,12
kalmış,12
insanın,12
imkan,12
eli,12
ipliğe,12
etiketler,12
indi,12
sorumlusu,12
sanırım,12
kiloluk,12
bulundu,12
memurlar,12
asla,12
günlerde,12
arazam,12
köprüsü,12
aziz,12
der,12
genelde,12
isteyenler,12
faize,12
çıkmıştı,12
veriler,12
yaşanan,12
aldığın,12
ödeyeceğiz,12
tür,12
fazlası,12
kimsenin,12
olmasın,12
evini,12
farkında,12
insanlara,12
sırf,12
haberi,12
şubatta,12
işten,12
aksine,12
çalıştım,12
toplantı,12
haziranda,12
kullanmak,12
vergilerin,12
fiyata,12
toplanan,12
adil,12
hele,12
sistem,12
raporuna,12
yiyoruz,12
lahmacun,12
gözüküyor,12
ürünlerinin,12
sofrası,12
vardır,12
gözden,12
zorundayız,12
zamların,12
alması,12
şaka,12
ülkeyi,12
alay,12
olup,12
ayrılan,12
eder,12
ikiye,12
sokakta,12
geçinebiliyor,12
etmeye,12
indirimi,12
kaldık,12
fatih,12
aman,12
boyu,12
masrafını,12
istihdam,12
lirayken,12
yansıyor,12
gitmiş,12
cumhuriyet,12
çarşıda,12
düğün,12
eksik,12
oluyoruz,12
aracın,12
giderken,12
gidiş,12
bütçeleri,12
gelirin,12
pay,12
aldığınız,12
evime,12
görmedim,12
tereyağı,12
dürüm,12
aracı,12
edip,12
arıyoruz,12
bunlara,12
kıymanın,12
iddiaya,12
yağı,12
dağ,12
bazda,12
çıktığı,12
gösteriyor,12
kişiyiz,12
görüyorum,12
diyanet,12
aşkına,12
çık,12
zeytinin,12
durumdayız,12
don,12
şeker,12
sıcak,12
kilosunu,12
masraflar,12
vesaire,12
hesapladı,12
pantolon,12
birini,12
domatesi,12
bülteni,12
harcının,12
yerlerde,11
civarına,11
itiraz,11
anlamda,11
felaket,11
soruyor,11
şehirlerde,11
vatandaşı,11
sizce,11
rakamlarına,11
soğuk,11
bddk,11
geçinmek,11
gündemde,11
ayrımcılık,11
herkese,11
itiraf,11
eylemdeydi,11
bakmak,11
olduğumuz,11
beyin,11
masaya,11
atalay,11
maaşımız,11
yapılacağı,11
bandında,11
aldığını,11
kartını,11
cebinde,11
aldılar,11
kalem,11
gelirken,11
imza,11
bileyim,11
temmuzdan,11
yapılırsa,11
artışlarını,11
değişen,11
esas,11
dikkate,11
tüfe,11
yoktur,11
yapacaklar,11
ziyaret,11
teşekkür,11
yedik,11
aday,11
yanıt,11
daire,11
gücümüz,11
dolarlık,11
uygulaması,11
işçiye,11
aylığına,11
emekliden,11
milyonu,11
maaşında,11
kuruşu,11
sürücüler,11
öderken,11
artırılması,11
bakacağız,11
kuyruğunda,11
ilacı,11
artırdı,11
politikası,11
perişan,11
mutfak,11
vall,11
git,11
restoranda,11
olana,11
gücünün,11
bitmiyor,11
yardımcı,11
eşya,11
fiyatlı,11
tişört,11
nin,11
ülkesi,11
geçici,11
maaşlarının,11
ayının,11
yetmeyecek,11
gelin,11
çalışmaya,11
bütçesine,11
konuda,11
kurumlar,11
girmeden,11
gördünüz,11
kadardı,11
almıştık,11
koy,11
krizi,11
başvuru,11
öğretim,11
gelmesi,11
ulaşıyor,11
sözler,11
ücretlerin,11
iktidarda,11
hareket,11
aylıkları,11
mantıklı,11
malzeme,11
altının,11
taraf,11
karışık,11
telefonu,11
verileri,11
kullandığı,11
benzinin,11
ödeniyor,11
zamanlar,11
zams,11
alamayacak,11
maliyetin,11
üreticiye,11
almadan,11
yansıyacak,11
artışın,11
görev,11
vatan,11
ödemiş,11
gördü,11
lan,11
kalıcı,11
çıkarmak,11
doğal,11
olursak,11
kuyrukta,11
içi,11
üretimi,11
haklı,11
mayısta,11
karşılığını,11
tatili,11
giriş,11
günün,11
katlanacak,11
artışının,11
hesabıyla,11
liral,11
hakkını,11
canım,11
lastiği,11
gerçekleşen,11
pirinç,11
yakında,11
ramazanda,11
domatesin,11
gizli,11
kapatmak,10
gerisinde,10
verirken,10
vatandaşımız,10
gelmedi,10
koca,10
bulamıyor,10
elinden,10
ito,10
ısınma,10
doğalgazı,10
gelirse,10
bulur,10
zamlardan,10
kömür,10
uzman,10
koyuyoruz,10
almıyor,10
ezdirmedik,10
mesajı,10
gerekir,10
düşmedi,10
deyip,10
adeta,10
olmayınca,10
kartları,10
gelmişti,10
sessiz,10
kentsel,10
hatırlattı,10
almanyada,10
bakıcı,10
