kelime,sıklık
ortalama,1344
buradan,1343
arada,1336
açık,1333
sayısı,1329
suç,1327
beraber,1325
önceki,1321
ondan,1318
zamanda,1313
sizin,1309
savunma,1309
dünya,1307
genç,1304
dair,1302
yerde,1298
olay,1296
girdi,1294
kötü,1286
etmek,1285
medya,1284
süre,1284
mücadele,1283
olsa,1279
hava,1277
sıcak,1267
kamu,1267
hale,1267
hayatını,1265
siyasi,1262
can,1261
kaç,1260
bulundu,1255
den,1254
herhangi,1251
oranında,1248
buraya,1244
kimi,1241
uygun,1240
kilo,1236
gerçek,1235
sonunda,1230
musunuz,1227
itibariyle,1221
yana,1215
haberi,1213
bunların,1210
elektrik,1209
gece,1208
vatandaş,1207
millet,1204
neredeyse,1198
düzenleme,1195
işçi,1193
yaşandı,1193
araya,1192
konuda,1185
rakam,1184
bekleniyor,1180
abi,1179
enflasyonun,1177
adım,1177
yoksa,1173
alım,1169
varsa,1165
resmi,1163
geçtiğimiz,1161
kimse,1160
küçük,1159
gereken,1156
önüne,1155
boyunca,1155
ağır,1153
bayram,1147
yapmak,1146
ayda,1146
değerli,1146
ülke,1144
ücrete,1138
dolayı,1135
hakkında,1135
günlük,1128
çekti,1127
konuştu,1125
erken,1124
itibaren,1122
ettiği,1116
ara,1115
edeceğiz,1114
ait,1112
istedi,1109
grup,1108
durumu,1108
teşekkür,1107
sonu,1106
yere,1106
kişinin,1105
yoğun,1103
ticaret,1103
bekliyor,1103
yavaş,1102
olmaz,1101
başlıyor,1099
düşünüyorum,1097
istiyorum,1095
onların,1091
başına,1088
konu,1082
konusunda,1081
dakika,1080
bütçe,1076
gıda,1072
gözaltına,1071
çalışıyor,1067
ali,1060
emeklinin,1058
veriyor,1054
hedef,1054
çıkacak,1051
burası,1051
iktidar,1051
allah,1050
toplam,1047
istiyor,1042
sınırı,1039
dışında,1037
diyelim,1036
amerika,1033
ayrı,1032
kalan,1031
dedik,1030
milletvekili,1030
lik,1028
ödeme,1028
israilin,1026
maliyeti,1022
kayıt,1021
aldığı,1017
anne,1015
lirayı,1014
bunları,1013
söylüyor,1012
getirdi,1010
günlerde,1009
üst,1005
kartı,1004
yardımcısı,1003
eylül,1002
beni,1001
diyorlar,1000
aşağı,990
ülkede,990
ediliyor,986
yapacak,986
alacak,985
önünde,984
akşam,977
oldukça,977
hayat,975
yanında,975
gündeme,974
verdiği,974
sahip,973
tarım,973
tamam,971
noktada,969
henüz,968
kilosu,967
olursa,966
gösterdi,965
tanesi,964
tercih,959
fatih,958
diyoruz,954
ekmek,951
sürekli,951
üstüne,949
terör,949
cezası,948
dahil,947
orta,945
adı,945
hak,945
yatırım,944
murat,943
soruşturma,941
kara,940
hayır,939
normal,938
bulunan,937
edelim,936
indirim,935
ucuz,933
inşallah,930
görüyoruz,928
artışı,928
arasındaki,928
haziran,928
biliyor,928
ankarada,924
ücretin,923
kat,922
zarar,921
karşıya,921
yanıt,920
verilen,917
farkı,915
elbette,913
nedir,912
başında,908
verildi,903
narin,903
alınan,902
başta,900
şeyler,898
şeyi,897
işin,895
emekliye,894
sonuna,894
onları,894
elde,894
mhp,893
istiyoruz,893
yardım,890
sabah,889
öne,889
işaret,884
kuruş,883
süreci,880
savaş,880
tahliye,879
dedim,878
herhalde,877
hizmet,875
yaşanan,874
tüketici,874
altını,874
kurban,874
kaybetti,872
oradan,868
yapılması,867
sağ,865
yasa,861
temel,861
yanlış,861
hesap,860
aralık,858
bilgi,857
artıyor,856
açlık,856
insanların,855
bununla,854
milyonlarca,853
isim,852
mesaj,850
türkiyeye,850
bin,848
bekliyoruz,847
ele,844
dile,842
dönem,841
muhalefet,841
göz,839
olmadığını,838
avrupa,837
sahte,833
türlü,832
yılmaz,832
civarında,831
düşüş,831
artan,831
kendini,828
kontrol,827
ekim,827
olmayan,826
evde,826
süreç,823
bahsediyoruz,823
boş,823
olmadı,823
çocuklar,821
liranın,817
yıldır,817
tamamen,816
mahkeme,816
bahçeli,813
ilan,812
ateş,812
görüntüler,810
izleyenler,810
olunca,808
azından,804
bağlı,804
bağkur,803
günde,802
bilmiyorum,801
sorun,801
ürün,800
gücü,799
kırmızı,797
kesinlikle,797
diyerek,796
ağustos,796
iddiaya,795
onlara,795
mutlaka,793
eylem,792
esnaf,790
temmuzda,789
narinin,788
ayrıca,786
veren,786
mal,785
cevap,785
mayıs,784
serbest,784
dahi,783
yıla,781
açısından,780
anlattı,779
çay,779
kere,779
gözler,776
dünyanın,775
sert,774
hareket,771
mustafa,770
iran,769
sokak,768
parası,767
gerek,766
olmadığı,766
tarihi,765
kız,763
sıra,762
döndü,762
gel,760
pazar,758
hoş,756
olanlar,755
üstelik,755
sık,754
deniz,754
rakamlar,753
medyada,753
kapsamında,753
buldu,752
banka,752
deprem,752
öğrenci,752
attı,750
saldırı,749
yerel,748
ortak,748
refah,747
parayı,747
birazdan,747
dava,747
duyurdu,744
lütfen,739
kemal,735
çözüm,735
kök,734
yangın,734
isteyen,733
enflasyona,732
aldım,732
oraya,730
adına,729
kendisi,727
vatandaşın,726
akşamlar,726
alıp,724
öncesi,724
yapılıyor,723
belediyesi,723
kolay,722
teslim,721
ülkenin,721
beri,719
sürüyor,719
süt,719
yaşayan,719
emeklilerin,718
müdahale,717
binlerce,716
kar,715
alışveriş,714
dış,714
anayasa,713
tartışma,712
değişiyor,711
herkesin,709
kasım,709
tehdit,709
chpli,709
kişilik,707
hızlı,707
yaz,706
söyleyeyim,704
bitti,704
lüks,704
almaya,702
gerektiğini,701
ziyaret,701
dolu,701
sahipleri,699
arkadaşlar,697
ssk,696
tahmin,696
emeklilik,692
birleşik,691
canlı,691
gelin,689
yaşında,686
yukarı,685
yapmış,684
uluslararası,683
rahat,683
çeken,680
güran,679
yaş,678
ekipleri,678
liraydı,676
imamoğlu,676
sonraki,675
derken,675
yaşam,674
açıklandı,673
harekete,672
aylığı,671
kalmadı,670
yerinde,670
geçim,669
kurumu,667
işi,667
mecliste,667
mevcut,664
karşısında,664
döneminde,663
sona,663
açtı,663
vergisi,663
görüşme,663
adeta,662
beyaz,662
satış,661
kapalı,661
ekrem,661
ahmet,661
ihtiyaç,660
rekor,660
vadeli,656
hanım,656
hadi,656
dünyada,655
kuru,655
sözcü,655
sizi,653
öncesinde,652
kullandı,651
haliyle,650
payı,649
kendisine,649
giden,649
puan,649
yoksulluk,649
servis,646
polat,646
diyen,646
hizbullah,645
mesajı,644
devletin,644
izmir,644
aldık,642
baba,642
hayvan,642
vardır,639
emeklilere,639
paylaştı,638
doktor,637
telefon,637
osman,637
partinin,636
bankasının,635
bulunduğu,635
taraftan,635
madde,634
buradaki,633
mutlu,633
hakim,633
sistemi,632
gündem,630
kurulu,630
ediyorlar,629
değildir,628
süreçte,627
asla,627
hakikaten,624
demişti,623
diyorum,621
günün,621
içine,620
dar,620
başlayan,619
eve,617
örneğin,616
sözü,616
enerji,615
sizlere,614
benzer,613
beklentisi,613
hükümet,613
borcu,612
tablo,612
işe,611
bizden,611
üstünde,610
yapıyoruz,610
hastaneye,610
toplu,609
tatil,609
yasal,607
sefer,606
dört,606
hakkı,605
vermek,604
ortada,603
yapacağız,603
trump,603
fahiş,602
gündemde,602
yeri,602
baş,602
sana,601
dediler,601
euro,601
özelin,600
bugüne,599
sabit,599
acı,599
başı,599
sonuç,599
kiracı,598
cep,597
ekipler,596
mansur,596
yapıyorlar,594
piyasa,593
halinde,592
zammı,591
adli,590
bazen,589
sebebi,588
bakanlık,588
şüpheli,588
gösteriyor,587
olup,587
hayata,587
sorunu,586
tutuklu,585
açıklamalar,584
yaptık,584
tüik,584
anlamda,583
sanayi,583
verecek,582
geçiyor,582
abd,582
dışına,582
evi,582
nereden,581
geride,581
borç,581
üniversite,581
amerikan,581
ses,581
okula,580
yargı,580
izin,579
geçmiş,578
yazık,578
gözü,577
toplantısında,577
güçlü,576
halde,574
kritik,574
eşi,574
aracı,574
çeyrek,574
sayıda,574
başlayacak,574
yabancı,574
doğrusu,573
gelmiş,573
asıl,572
biliyoruz,572
arası,572
uzmanlar,572
gördü,572
işsizlik,570
etmeye,569
örnek,568
içişleri,568
akp,568
sırasında,566
yarım,566
ücretli,565
ömer,565
gidip,565
çağrı,565
gelsin,565
salim,565
yapmaya,564
vallahi,564
meselesi,563
yolu,562
yeterli,562
döviz,562
arama,562
gördük,561
çalışıyoruz,560
mart,560
sıfır,559
oran,559
bölgede,559
satın,558
çiftçi,558
üretici,557
günler,557
alıyoruz,557
chpnin,557
çocukların,557
diyebiliriz,555
konuşuyoruz,555
senin,553
trafik,553
dediğimiz,552
vurdu,552
ücretleri,551
öğrenciler,551
baktığımızda,550
görev,550
otomobil,550
ücretsiz,550
beklenen,549
nokta,549
çoğu,545
şeye,545
sürdü,545
siyaset,545
sgk,544
ulaştı,544
kalıyor,544
oranları,543
olacağız,543
sıkıntı,543
bedeli,542
ayına,542
dönemi,541
balık,539
partisinin,538
dilan,537
yansıdı,537
bakanlığının,536
mağdur,536
açıldı,536
arkadaş,536
görüyorsunuz,535
hapis,535
emeklileri,534
alınacak,534
zamlar,533
aday,533
çıkmış,532
şubat,530
gerekli,530
sebep,530
işlem,530
sevk,530
rakamları,528
israile,528
geldiniz,527
prim,526
birliği,525
almış,525
toplantı,525
kanun,525
açıklaması,524
tarafta,524
konuşuluyor,522
politika,522
sınır,520
karşısına,520
partili,519
göreceğiz,518
geldiği,518
normalleşme,517
desteği,516
kaza,516
enflasyonla,515
lirayla,515
talebi,514
maaşları,514
silah,514
olumlu,514
derece,514
söylüyorum,512
kamuda,511
sistem,511
ettik,511
ramazan,509
duruma,507
meclise,507
gelelim,507
ailesi,506
hal,505
ken,504
yoktu,504
haline,504
neyse,504
zamla,502
dışarıda,502
merkezi,502
askeri,501
öğretmen,501
imza,501
milletin,501
yetmiyor,500
hesabından,500
özür,500
eylülde,500
bizler,498
meydana,498
orman,498
değer,498
okullar,498
ailenin,496
üretim,495
hukuk,495
olacağını,493
haberin,493
yüzünden,493
haberde,493
yalan,493
ücretle,492
açıkçası,492
hepsini,492
çocuğu,492
gündeminde,491
tayyip,491
şeklinde,490
kur,488
devreye,487
ünlü,485
nakit,484
çıkış,484
verileri,482
erdoğana,482
alıyorum,482
anlar,482
nedenle,480
elinde,480
günden,480
bakacağız,480
olun,478
tutuklandı,478
jandarma,478
silahlı,478
hesabı,477
eskiden,477
geçerli,476
bayağı,476
geç,476
kan,476
mesele,475
uygulama,475
örgütü,475
çalıştı,475
tarih,474
hazır,474
mevduat,474
politikası,473
bugünkü,472
gelişme,471
bina,471
tavuk,471
dışişleri,471
bahçelinin,471
katıldı,470
ekrana,469
düşen,468
edilmesi,468
olmuyor,468
internet,467
market,467
süredir,467
yan,466
olmayacak,466
konuşacağız,466
dediği,466
işleri,465
meclisi,465
gelince,465
nisan,465
gizli,464
türkiyedeki,464
kurum,464
çelik,464
verilecek,463
güne,463
yola,462
durumunda,462
kayıp,462
bıraktı,462
aralarında,462
gerçekleşti,461
zorunlu,461
teklif,460
araba,460
çıkardı,460
kaçak,460
düşünüyor,460
aya,459
bulunuyor,459
kalıcı,459
ilaç,459
yönetim,458
şikayetçi,458
yolda,458
kendisini,458
doğal,458
düşüyor,457
lirası,456
yanı,455
sevgili,455
ederken,455
verilerine,455
hepimiz,455
yerini,454
ettiler,454
sorduk,454
ikisi,454
katı,453
normalde,453
sizce,453
yaşıyor,453
yakalandı,453
faizi,453
izmirde,452
beyin,452
oradaki,452
aldığımız,452
halkın,452
dolara,451
ortadan,451
ister,451
etkisi,450
pazartesi,450
şehit,450
komisyon,449
vesaire,449
güvenli,449
nefes,449
gelip,449
isyan,448
basın,448
noktaya,448
gelişmeler,447
evine,447
saatlerinde,447
yönetimi,446
nedeni,446
giren,445
takım,445
yaşıyoruz,444
yaralandı,444
sonucu,444
oranda,443
ederim,442
doğalgaz,442
vedat,441
gören,441
alınması,441
cumhur,440
iade,440
şikayet,439
istifa,439
gerekir,439
değişiklik,439
etmesi,439
sürede,438
belirlendi,437
çalışmaları,436
tuttu,436
yerden,436
mesajlar,435
insanları,435
etmiş,435
davet,434
görünüyor,434
olmuştu,434
sizlerle,434
aşırı,434
yaşanıyor,433
neye,432
emniyet,432
aracın,432
yarısı,432
yapay,432
itiraz,431
raporu,431
olmalı,430
iptal,430
inşaat,430
bebek,430
temizlik,429
seni,429
gününde,429
çocuğun,428
emeklisi,427
böylece,427
satılıyor,427
sürücü,427
görüntü,427
görüntüleri,427
yıllardır,426
bankalar,426
yerli,425
yap,425
eder,424
cumhurbaşkanlığı,424
müşteri,424
çıkarıldı,424
sağlıklı,424
yönünde,423
ila,422
barış,422
veriyoruz,421
yapalım,420
ilginç,420
kart,420
küresel,420
şehir,419
genelde,419
kalın,419
türkiyeyi,419
suriye,419
gidelim,419
annesi,418
birisi,418
seviyesine,417
kabine,417
kardeşim,417
recep,417
gidecek,416
çalışıyorlar,416
diyorsunuz,416
görüldü,416
açıklamada,415
yanına,415
öncelikle,414
enflasyonda,413
çağrısı,413
filistin,413
teşekkürler,412
ayın,412
onlardan,410
amca,410
alın,410
ettiğini,410
süren,409
değişti,409
promosyon,409
çevre,409
istiyorlar,408
yaşadığı,408
maliyet,407
çeşitli,407
edilecek,407
cevdet,407
haklı,407
rusya,407
aynen,406
sıkı,406
görüyor,406
kadarıyla,406
sektör,405
inceleme,405
yoktur,405
davası,405
fiyatların,404
paketi,403
geldiğinde,402
kiraya,402
yıllar,402
diyenler,402
gündür,402
araçlar,401
krizi,400
kişiye,400
koydu,400
engin,400
yeter,400
evinde,400
gitmek,399
kişiler,399
olduk,399
belediyeler,399
ihtiyacı,399
yazmış,399
sokakta,398
hayal,398
çocukları,398
hızla,397
haftada,397
getirildi,397
tür,397
artacak,396
olmasını,395
teklifi,395
hedefi,395
misiniz,394
içeride,394
karşılık,394
ekranlarınıza,394
sinan,394
birinci,393
kısmı,393
birden,393
evin,393
fatura,393
değildi,392
gördüğünüz,392
yaşadı,392
öğretim,392
konuyla,392
ölüm,392
yaptılar,391
isteyenler,391
geldim,391
kalacak,391
sınırının,391
ürünler,390
adayı,390
başkanlığı,390
veliler,389
geniş,389
terk,389
bilmiyoruz,389
şimdiden,389
ürünleri,388
gelmesi,388
gidiyoruz,388
fırsat,388
habere,388
meyve,388
istediği,387
memnun,387
dediğim,386
çıkar,386
adet,386
gelmişti,386
gençler,386
operasyon,385
açıklamaları,385
vatandaşlar,385
bakım,385
geçiş,385
spor,385
üyesi,385
kiralar,384
ederek,384
giriyor,384
noktasında,384
çalışmalar,384
kime,384
oyun,384
araştırma,384
ağustosta,384
izleyelim,383
olayın,383
açıklanan,382
aydır,382
sokağa,382
işçiler,382
saatler,382
zamlı,381
sözleri,381
bölge,381
yıllarda,380
ver,380
büyüme,380
alacağız,380
kent,380
kimin,379
şeyin,379
gideceğiz,379
futbol,379
kalem,378
olduğuna,378
kavga,377
ton,376
kendine,376
gayet,376
istanbulun,376
demir,376
parasını,375
korkunç,375
işveren,374
arka,374
geriledi,374
kesin,373
toplantısı,373
olacağı,373
markette,373
hocam,372
gazetede,372
şiddet,372
başlattı,372
alt,372
yapılmış,371
pazara,371
kadının,371
cumhuriyeti,371
yapması,370
iddiaları,370
teknik,370
denk,370
domates,370
olmaya,369
yılının,369
çift,369
gelişmeleri,368
işler,368
şirket,368
gelirli,368
seslendi,368
olayı,367
kaçtı,367
kitap,366
rahatsız,366
simit,366
umut,366
yaparken,365
masaya,365
kaynak,365
vermiş,365
kaldırıldı,365
fiyatlarını,364
tutarı,364
trilyon,364
alanda,364
ilçe,364
müdürü,362
konuşulan,362
kdv,362
görmek,361
doğrudan,360
olmasına,360
mahkemesi,360
filan,360
atalay,360
sürece,359
alakalı,359
ismi,359
dışarı,359
iktidarın,359
yarı,358
cuma,358
kayyum,358
veriler,357
telefonu,357
artmış,357
yapıldığı,357
diyanet,357
altı,356
giderek,356
oğlu,355
artışla,355
harcama,355
edin,355
toplantıda,354
bastı,354
atatürk,354
biden,354
hamas,354
istatistik,354
buluyor,353
rapor,353
kılıçdaroğlu,353
turizm,353
kişiyi,353
konuşma,353
duruşma,353
ifadesini,353
şimşekin,353
baz,352
varan,352
sordu,352
peynir,352
personel,351
kendilerine,351
başlayalım,351
uygulaması,351
önceden,350
katkı,350
vekili,350
çekiyor,350
güranın,350
acil,349
arda,349
yumurta,349
trumpın,349
gider,348
piyasada,348
yayın,348
zengin,348
beklenti,347
alma,347
bilgiler,347
değişikliği,347
düğün,347
iddialar,346
saldırgan,346
üstü,345
içi,345
kripto,345
bayramı,345
döner,345
değeri,344
istanbula,344
babası,343
kesim,342
artı,342
kaldığı,342
yasak,342
söylemek,341
düşünüyoruz,341
not,341
yalnızca,341
giriş,341
yusuf,341
evden,340
konuyu,340
kuruşa,339
kullanılan,339
günlerdir,339
iktidara,339
çalışanlar,338
peş,338
birlik,338
konuya,337
seviyesinde,337
indi,337
değiliz,337
kaydı,337
kıyma,337
gündemi,336
anadolu,336
peşe,336
toplamda,336
ticari,336
yolcu,336
diyeceksiniz,336
olmasın,336
azaldı,336
diyecek,336
onunla,336
program,335
tıp,335
vurguladı,335
verdik,334
sınırlı,334
cinayet,334
uçak,333
detaylar,333
bunlara,333
ders,333
etmişti,332
geriye,332
kararını,332
fotoğraf,332
adımlar,332
ibrahim,331
altının,331
pazarda,331
kullandığı,331
mısınız,331
edilmiş,330
olası,330
tutar,329
okullarda,329
katına,329
sözleşme,328
değişim,328
kazandı,328
gelmedi,328
belirtildi,328
paranın,327
olma,327
fiyatlara,327
saatte,327
ilave,327
mali,327
milyona,327
aileler,327
nevzat,327
iranın,327
bölgeye,326
alıyorlar,326
haberleri,326
birbirine,326
dijital,326
söyleyelim,326
isimler,326
etmiyor,326
çarpıcı,326
vatandaşı,326
öğrencilerin,326
yaşlı,326
insanın,326
belediyelerin,326
yakından,325
adresi,325
kiralık,325
fiyatlarında,325
kış,325
akıl,325
kimsenin,324
yönde,324
bizde,324
anlamına,324
yaptım,323
muhtemelen,323
denetim,323
malum,323
savaşı,323
sesi,322
diyarbakır,322
tepkiler,322
timur,321
cihan,321
tarafı,320
tüikin,320
yalnız,320
girecek,320
edip,320
onlarca,320
tarafında,320
iddiası,320
düzenlenen,320
musun,320
kalabalık,320
kriz,320
denildi,320
darbe,319
muhalefetin,319
ortasında,319
işareti,319
bol,319
borsa,318
aştı,318
güler,318
çıkması,317
yüz,317
metre,317
güven,317
yapar,317
eti,317
borçları,317
yükseliyor,316
hakaret,316
uygulanacak,315
programı,315
yükseliş,315
vatandaşa,315
geçecek,315
sanık,315
soruyu,315
elini,314
olağanüstü,314
dezenflasyon,314
biber,314
sorunun,313
ihtimali,313
zira,313
salı,313
maaşının,313
vallah,313
suyu,313
denize,313
yaralı,313
sebze,313
hakkını,313
ayakta,313
hakları,313
haberler,313
veriyorum,312
cezaevinde,312
plan,312
uzak,312
herkese,312
erkek,312
koruma,311
ödeyecek,310
new,310
yaptığımız,310
mecbur,310
diliyorum,310
terörist,310
halkı,310
komisyonu,309
alınıyor,309
alırken,309
etme,309
emre,308
ekonomiye,308
yaparak,308
köy,308
çiftçinin,308
gönderildi,308
dolarlık,307
meslek,307
kızı,307
havada,307
huzur,307
beslenme,307
insanlara,307
taban,306
gazeteci,306
içeri,306
taksi,306
olacaktır,306
vergide,306
çalışıyorum,305
olmazsa,305
ödemesi,305
beş,305
deniyor,304
beraberinde,304
başlatıldı,304
ödemek,303
eleştirdi,303
doğu,303
kalkınma,303
gene,302
art,302
cansız,302
aradaki,301
yük,301
yerlerde,301
doğum,301
hatırlattı,301
tye,301
genelinde,301
hayırlı,301
protesto,301
altındaki,301
ifadesi,301
dikkate,300
çevrildi,300
defalarca,300
tabi,300
park,300
olmadan,300
olumsuz,299
tedavi,299
örgüt,299
korku,299
savundu,299
emin,299
geliri,299
kadınlar,299
sorumlu,299
detayları,298
isterim,298
masada,298
içindeki,298
hepimizin,298
vereceğiz,298
ufak,298
geçmişte,298
imkanı,298
beklediği,297
oluşan,297
haziranda,297
öldü,297
satılan,296
iletişim,296
ettim,296
etmedi,296
gördüm,296
hastanede,296
sorunları,296
baktığımız,295
atıldı,295
gazzede,295
düşecek,295
cezaevine,295
lübnan,295
alanı,294
üzerindeki,294
etkili,294
akın,294
hesabını,294
gazze,294
olalım,293
haksız,293
olmaması,293
basit,293
yunan,293
okulların,292
hasta,292
ekonomide,292
çıkmıştı,292
ihracat,292
ayının,292
konuştuk,292
seçime,292
ten,292
katil,292
direkt,291
ücrette,291
polisi,291
açılan,291
getiriyor,291
odası,291
alarak,291
inanılmaz,291
rakamı,290
faiş,290
gelmiyor,290
gerekçesiyle,290
binanın,290
bakıyoruz,290
yaptıkları,290
ismail,290
öte,290
geçirdi,290
hasan,290
konser,290
etki,289
başarılı,289
hastane,289
galiba,289
ifadelerini,289
başkent,289
darp,289
maaşlar,288
ücretler,288
maaşlarına,288
ocakta,288
türkiş,288
maddesi,288
bırakın,288
kuzey,288
kaybı,287
bağımsız,287
elektronik,287
fiyatlarının,287
yemeği,287
alamıyoruz,287
hükümetin,286
birinin,286
arkasında,286
hayvanları,286
ötv,286
mahkemeye,285
maaşını,285
çarptı,285
sizden,285
abdullah,285
gündemine,285
güç,285
birileri,285
birleşmiş,285
grubu,284
ulaşım,284
belirlenen,284
oğlum,284
arıyor,284
ekonominin,284
sürpriz,284
işten,284
ifadeler,284
sizler,283
elden,283
yıldan,283
eksik,283
soruyor,283
bazıları,283
ihbar,283
geçici,283
koca,283
cenaze,283
birini,282
başvuru,282
yolunu,282
çarşamba,282
kala,282
zafer,282
ekimde,282
sonuçta,281
satışı,281
sivil,281
kalp,281
etkisiyle,281
verilmesi,280
daire,280
otel,280
saldırdı,280
bakmak,279
yatırımcı,279
veri,279
laya,279
ilçesinde,279
duruyor,279
siyasetin,279
belediyesinin,279
tehlike,279
pahalılığı,279
hoşça,279
maddi,278
sesini,278
düşünün,277
üyeleri,277
neyi,277
tartışması,277
evvel,277
hakan,277
siyasette,277
hizbullahın,277
kıymetli,276
zamları,276
ülkemizde,276
bazda,276
miktar,276
artması,276
kapı,276
boyu,276
çıktığı,276
fiyatlarına,276
esas,276
suçu,276
ikili,276
soruyoruz,276
tahmini,275
indirimi,275
istihdam,275
kimler,275
terörle,275
panik,275
anları,275
toplum,275
yükselecek,274
sigorta,274
instagram,274
otobüs,274
kızım,274
amerikada,274
keşke,274
sormak,273
çıkıp,273
sayesinde,273
görüşmeleri,273
içinden,273
dur,273
ukrayna,273
risk,272
taksit,272
bunlardan,272
adil,272
ülkeyi,272
kirası,271
çekildi,271
bahsediyorum,271
söylediği,271
bekleyen,271
tansiyon,271
partiden,271
açıkladığı,270
başkanlık,270
kişilerin,270
edildiği,270
mazot,270
ödüyor,270
markete,270
kalmış,270
geçinemiyoruz,270
alacağım,269
hali,269
bilgileri,269
hazırlanan,269
gösteren,269
yeşil,269
aydın,269
bambaşka,269
müdürlüğü,268
televizyon,268
dakikalar,268
kiracılar,267
baktığınızda,267
alması,267
bilet,267
litre,267
karara,267
sözcüsü,267
yaşamak,267
bulunduğumuz,266
uzmanlara,266
biliyorum,266
taraf,266
seyyanen,266
ilgi,266
suçundan,266
zamlandı,266
başladık,265
görüşmeler,265
engel,265
bomba,265
ladan,265
uyuşturucu,265
herkesi,264
mesajları,264
alacağı,264
bakanlığına,264
ikramiye,264
sorular,264
tıpkı,264
diğeri,264
kültür,264
yazılı,264
değilim,263
uygulanan,263
bırakıldı,263
maaşına,263
verdim,263
ayağa,263
icra,263
dem,263
işbirliği,263
doğan,263
ithal,263
görüşmek,263
dışından,263
soruyorum,262
itiraf,262
karşılığı,262
köpek,262
tarafa,261
fiyata,261
toplumun,261
tüfe,261
fiyatını,261
yapıyorum,261
tekin,261
donald,261
idari,260
merakla,260
bütçesi,260
engelli,260
teknoloji,260
eline,260
buğday,260
fayda,259
ürünü,259
polatın,259
tatile,259
meclisin,259
kademeli,259
cümle,258
seçil,258
ankaraya,258
başkanları,258
görevi,258
konuşuyor,258
tedbirleri,258
aldılar,258
düşmüş,258
